Index;metier;sexe;enfant_conduite_accompagne;tranche_revenus;usage_vehicule;type_vehicule;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule;Tranche_age;Tranche_tarif_devis
739;"ethnologue";"M";True;"60k - 80k";"Private";"Van";3;10;"Highly Urban/ Urban";2022-02-04 19:11:57,000;"complet";"dev_integral";"40 - 60";"300 - 399"
746;"ingénieur forage";"M";True;"20k - 40k";"Commercial";"Pickup";3;9;"Highly Urban/ Urban";2022-05-12 21:36:25,000;"complet";"dev_integral";"";"300 - 399"
750;"brodeur";"M";False;"20k - 40k";"Private";"Pickup";2;6;"Highly Urban/ Urban";2022-01-17 09:47:19,000;"complet";"dev_integral";"25 - 40";"300 - 399"
753;"officier de gendarmerie";"F";False;"60k - 80k";"Private";"Sports Car";1;10;"Highly Urban/ Urban";2022-01-26 06:42:00,000;"complet";"dev_integral";"25 - 40";"300 - 399"
755;"attaché d'administration";"F";False;"100k +";"Private";"z_SUV";2;11;"Highly Urban/ Urban";2022-03-15 15:42:25,000;"complet";"dev_integral";"25 - 40";"300 - 399"
760;"intégrateur web";"F";False;"100k +";"Private";"Pickup";2;10;"Highly Urban/ Urban";2022-01-12 00:48:43,000;"complet";"dev_integral";"25 - 40";"300 - 399"
762;"consultant informatique";"F";False;"0 - 20 k";"Commercial";"Pickup";1;7;"z_Highly Rural/ Rural";2022-02-02 05:11:47,000;"complet";"dev_integral";"40 - 60";"300 - 399"
763;"technicien en lignes haute tension";"M";False;"60k - 80k";"Private";"Minivan";2;14;"Highly Urban/ Urban";2022-04-10 20:24:17,000;"complet";"dev_integral";"40 - 60";"300 - 399"
764;"technicien de maintenance industrielle";"M";False;"60k - 80k";"Private";"z_SUV";4;5;"Highly Urban/ Urban";2022-05-28 19:58:48,000;"complet";"dev_integral";"";"300 - 399"
765;"conseiller d'élevage";"M";False;"40k - 60k";"Commercial";"Minivan";1;1;"Highly Urban/ Urban";2022-05-19 06:35:00,000;"complet";"dev_integral";"25 - 40";"300 - 399"
769;"géologue";"M";False;"40k - 60k";"Private";"z_SUV";2;16;"Highly Urban/ Urban";2022-01-19 08:22:21,000;"complet";"dev_integral";"60 - 80";"300 - 399"
771;"urbaniste";"M";False;"40k - 60k";"Commercial";"Pickup";4;4;"Highly Urban/ Urban";2022-02-22 09:35:11,000;"complet";"dev_integral";"60 - 80";"300 - 399"
778;"clerc d'huissier";"M";False;"0 - 20 k";"Commercial";"Pickup";1;11;"Highly Urban/ Urban";2022-01-10 06:19:10,000;"complet";"dev_integral";"60 - 80";"300 - 399"
782;"vendeur en animalerie";"F";False;"60k - 80k";"Private";"Minivan";1;1;"Highly Urban/ Urban";2022-03-15 08:34:32,000;"complet";"dev_integral";"60 - 80";"300 - 399"
783;"psychologue de l'Éducation nationale spécialité éducation, développement et apprentissages";"F";False;"0 - 20 k";"Private";"z_SUV";4;1;"Highly Urban/ Urban";2022-03-12 10:18:18,000;"complet";"dev_integral";"80";"300 - 399"
797;"agent de propreté urbaine";"F";False;"0 - 20 k";"Private";"Pickup";1;1;"Highly Urban/ Urban";2022-03-13 16:07:01,000;"complet";"dev_integral";"";"300 - 399"
802;"viticulteur";"M";False;"0 - 20 k";"Commercial";"z_SUV";2;5;"z_Highly Rural/ Rural";2022-01-13 09:31:06,000;"complet";"dev_integral";"60 - 80";"300 - 399"
805;"menuisier";"F";False;"40k - 60k";"Private";"Minivan";1;3;"Highly Urban/ Urban";2022-03-15 17:21:56,000;"complet";"dev_integral";"60 - 80";"300 - 399"
812;"conducteur routier routière";"M";False;"0 - 20 k";"Commercial";"Minivan";6;10;"Highly Urban/ Urban";2022-04-06 17:34:06,000;"complet";"dev_integral";"60 - 80";"300 - 399"
816;"assistant de service social";"M";False;"100k +";"Private";"Minivan";8;15;"Highly Urban/ Urban";2022-01-27 16:51:34,000;"complet";"dev_integral";"60 - 80";"300 - 399"
817;"charpentier métallique";"M";False;"0 - 20 k";"Commercial";"z_SUV";9;1;"Highly Urban/ Urban";2022-04-22 14:21:01,000;"complet";"dev_integral";"60 - 80";"300 - 399"
835;"formulateur";"M";False;"20k - 40k";"Private";"Minivan";4;4;"z_Highly Rural/ Rural";2022-05-01 00:26:22,000;"complet";"dev_integral";"18 - 25";"300 - 399"
838;"boucher";"F";False;"100k +";"Commercial";"Panel Truck";1;12;"Highly Urban/ Urban";2022-05-19 17:35:59,000;"complet";"dev_integral";"40 - 60";"300 - 399"
849;"décorateur";"M";False;"40k - 60k";"Commercial";"Panel Truck";2;8;"Highly Urban/ Urban";2022-04-04 09:50:44,000;"complet";"dev_integral";"80";"300 - 399"
852;"orfèvre";"M";False;"100k +";"Commercial";"Van";4;13;"Highly Urban/ Urban";2022-02-01 10:47:01,000;"complet";"dev_integral";"40 - 60";"300 - 399"
854;"ingénieur procédés en chimie";"F";False;"20k - 40k";"Private";"Minivan";5;15;"z_Highly Rural/ Rural";2022-02-25 19:43:51,000;"complet";"dev_integral";"60 - 80";"300 - 399"
858;"directeur artistique";"M";False;"60k - 80k";"Private";"Pickup";3;9;"Highly Urban/ Urban";2022-01-13 10:00:28,000;"complet";"dev_integral";"60 - 80";"300 - 399"
862;"responsable de scierie";"M";False;"0 - 20 k";"Commercial";"Pickup";4;7;"Highly Urban/ Urban";2022-03-26 11:54:31,000;"complet";"dev_integral";"80";"300 - 399"
868;"auditeur interne";"F";False;"80k - 100k";"Private";"Minivan";1;7;"Highly Urban/ Urban";2022-01-02 05:31:09,000;"complet";"dev_integral";"40 - 60";"300 - 399"
869;"scripte";"M";False;"100k +";"Private";"Minivan";7;22;"Highly Urban/ Urban";2022-03-26 09:04:08,000;"complet";"dev_integral";"40 - 60";"300 - 399"
870;"pharmacien dans l'industrie";"M";False;"20k - 40k";"Private";"Van";3;1;"Highly Urban/ Urban";2022-01-16 22:31:15,000;"complet";"dev_integral";"40 - 60";"300 - 399"
890;"étalagiste";"M";False;"40k - 60k";"Private";"Sports Car";4;9;"z_Highly Rural/ Rural";2022-01-20 00:18:23,000;"complet";"dev_integral";"60 - 80";"300 - 399"
909;"peintre en bâtiment";"F";False;"100k +";"Commercial";"Sports Car";1;6;"Highly Urban/ Urban";2022-02-17 13:28:57,000;"complet";"dev_integral";"40 - 60";"300 - 399"
911;"statisticien";"F";True;"60k - 80k";"Private";"Sports Car";4;14;"Highly Urban/ Urban";2022-05-23 04:04:41,000;"complet";"dev_integral";"60 - 80";"300 - 399"
918;"ingénieur intégration satellite";"F";False;"20k - 40k";"Private";"Sports Car";6;4;"Highly Urban/ Urban";2022-03-20 06:02:11,000;"complet";"dev_integral";"40 - 60";"300 - 399"
919;"chercheur en chimie";"M";False;"0 - 20 k";"Commercial";"z_SUV";4;10;"Highly Urban/ Urban";2022-04-23 18:46:21,000;"complet";"dev_integral";"";"300 - 399"
929;"BIM manager";"M";False;"100k +";"Commercial";"z_SUV";1;1;"Highly Urban/ Urban";2022-05-17 21:52:26,000;"complet";"dev_integral";"40 - 60";"300 - 399"
934;"gérant de portefeuille";"F";False;"60k - 80k";"Private";"z_SUV";6;16;"Highly Urban/ Urban";2022-01-05 23:57:03,000;"complet";"dev_integral";"";"300 - 399"
937;"chargé d'affaires en génie mécanique";"F";False;"100k +";"Commercial";"Panel Truck";3;13;"Highly Urban/ Urban";2022-01-13 13:58:07,000;"complet";"dev_integral";"60 - 80";"300 - 399"
940;"inspecteur du permis de conduire et de la sécurité routière";"M";False;"0 - 20 k";"Private";"Sports Car";2;5;"z_Highly Rural/ Rural";2022-05-17 00:52:49,000;"complet";"dev_integral";"25 - 40";"300 - 399"
941;"chargé de recherche et développement déchets";"M";False;"100k +";"Private";"Minivan";2;19;"Highly Urban/ Urban";2022-02-27 06:06:47,000;"complet";"dev_integral";"60 - 80";"300 - 399"
965;"chef d'exploitation des remontées mécaniques";"F";False;"20k - 40k";"Private";"Minivan";1;1;"z_Highly Rural/ Rural";2022-05-06 12:51:20,000;"complet";"dev_integral";"40 - 60";"300 - 399"
967;"contrôleur technique automobile";"F";False;"60k - 80k";"Private";"Minivan";5;13;"Highly Urban/ Urban";2022-03-06 01:34:30,000;"complet";"dev_integral";"60 - 80";"300 - 399"
970;"apiculteur";"F";False;"60k - 80k";"Private";"Pickup";3;21;"Highly Urban/ Urban";2022-02-01 02:51:18,000;"complet";"dev_integral";"";"300 - 399"
976;"chargé de veille législative et réglementaire";"M";False;"20k - 40k";"Commercial";"Sports Car";5;9;"Highly Urban/ Urban";2022-01-19 12:58:27,000;"complet";"dev_integral";"";"300 - 399"
982;"mandataire judiciaire";"M";False;"0 - 20 k";"Private";"z_SUV";1;8;"z_Highly Rural/ Rural";2022-04-01 06:27:49,000;"complet";"dev_integral";"25 - 40";"300 - 399"
983;"ingénieur en génie climatique";"M";False;"60k - 80k";"Commercial";"Van";2;1;"Highly Urban/ Urban";2022-04-06 11:25:24,000;"complet";"dev_integral";"60 - 80";"300 - 399"
986;"employé de restaurant";"F";False;"0 - 20 k";"Private";"z_SUV";2;4;"z_Highly Rural/ Rural";2022-02-16 20:38:03,000;"complet";"dev_integral";"80";"300 - 399"
989;"technicien céramiste";"M";False;"40k - 60k";"Private";"Minivan";2;14;"Highly Urban/ Urban";2022-05-31 09:26:28,000;"complet";"dev_integral";"25 - 40";"300 - 399"
996;"infirmier humanitaire";"F";False;"60k - 80k";"Private";"z_SUV";2;10;"Highly Urban/ Urban";2022-03-06 05:04:22,000;"complet";"dev_integral";"40 - 60";"300 - 399"
1013;"ingénieur chimiste en développement analytique";"M";False;"0 - 20 k";"Commercial";"z_SUV";1;11;"Highly Urban/ Urban";2022-01-10 18:50:38,000;"complet";"dev_integral";"";"300 - 399"
1018;"élagueur";"F";True;"60k - 80k";"Private";"Minivan";6;12;"Highly Urban/ Urban";2022-01-02 16:50:27,000;"complet";"dev_integral";"60 - 80";"300 - 399"
1022;"géologue modélisateur";"F";False;"0 - 20 k";"Private";"Pickup";4;16;"z_Highly Rural/ Rural";2022-03-08 01:20:47,000;"complet";"dev_integral";"40 - 60";"300 - 399"
1023;"ouvrier paysagiste";"F";False;"20k - 40k";"Commercial";"Minivan";6;0;"Highly Urban/ Urban";2022-05-31 07:38:15,000;"complet";"dev_integral";"25 - 40";"300 - 399"
1025;"professeur de collège et de lycée";"M";False;"0 - 20 k";"Private";"z_SUV";1;1;"Highly Urban/ Urban";2022-04-27 00:55:01,000;"complet";"dev_integral";"60 - 80";"300 - 399"
1028;"plâtrier";"M";False;"60k - 80k";"Commercial";"Panel Truck";4;15;"Highly Urban/ Urban";2022-04-25 02:27:33,000;"complet";"dev_integral";"25 - 40";"300 - 399"
1033;"trader";"M";False;"40k - 60k";"Private";"Minivan";4;8;"Highly Urban/ Urban";2022-04-03 10:24:17,000;"complet";"dev_integral";"40 - 60";"300 - 399"
1034;"garçon de café";"F";False;"20k - 40k";"Private";"z_SUV";3;9;"z_Highly Rural/ Rural";2022-05-20 00:54:31,000;"complet";"dev_integral";"25 - 40";"300 - 399"
1037;"pisteur secouriste";"M";False;"0 - 20 k";"Private";"Minivan";3;1;"Highly Urban/ Urban";2022-05-21 16:52:50,000;"complet";"dev_integral";"18 - 25";"300 - 399"
1041;"agent d'exploitation de l'eau";"M";False;"80k - 100k";"Private";"Pickup";2;17;"Highly Urban/ Urban";2022-03-11 17:06:32,000;"complet";"dev_integral";"80";"300 - 399"
1058;"conducteur de métro";"F";False;"100k +";"Commercial";"Panel Truck";3;19;"Highly Urban/ Urban";2022-02-06 04:58:24,000;"complet";"dev_integral";"25 - 40";"300 - 399"
1059;"décolleteur";"F";False;"40k - 60k";"Commercial";"Pickup";1;12;"Highly Urban/ Urban";2022-03-27 09:03:38,000;"complet";"dev_integral";"60 - 80";"300 - 399"
1062;"ingénieur de recherche clinique et épidémiologique";"F";False;"40k - 60k";"Private";"z_SUV";3;8;"Highly Urban/ Urban";2022-03-21 04:50:26,000;"complet";"dev_integral";"40 - 60";"300 - 399"
1065;"matelot de la marine marchande";"F";False;"100k +";"Commercial";"Panel Truck";2;1;"Highly Urban/ Urban";2022-01-19 11:20:35,000;"complet";"dev_integral";"18 - 25";"300 - 399"
1085;"technicien de forge";"F";False;"20k - 40k";"Private";"Minivan";2;9;"z_Highly Rural/ Rural";2022-03-08 10:38:53,000;"complet";"dev_integral";"60 - 80";"300 - 399"
1092;"projectionniste";"F";False;"80k - 100k";"Commercial";"Van";8;8;"Highly Urban/ Urban";2022-02-13 15:16:22,000;"complet";"dev_integral";"60 - 80";"300 - 399"
1094;"infirmier humanitaire";"M";False;"0 - 20 k";"Commercial";"Pickup";1;1;"Highly Urban/ Urban";2022-03-23 12:55:56,000;"complet";"dev_integral";"60 - 80";"300 - 399"
1096;"opticien-lunetier";"M";False;"0 - 20 k";"Private";"Sports Car";1;1;"Highly Urban/ Urban";2022-05-30 19:44:58,000;"complet";"dev_integral";"60 - 80";"300 - 399"
1101;"conducteur d'engins de travaux publics";"F";False;"40k - 60k";"Commercial";"Pickup";1;1;"Highly Urban/ Urban";2022-03-03 19:35:39,000;"complet";"dev_integral";"25 - 40";"300 - 399"
1103;"notaire";"F";False;"80k - 100k";"Private";"Minivan";1;12;"Highly Urban/ Urban";2022-04-08 12:32:57,000;"complet";"dev_integral";"25 - 40";"300 - 399"
1105;"zoologiste";"F";False;"100k +";"Commercial";"Panel Truck";1;15;"Highly Urban/ Urban";2022-03-02 00:49:09,000;"complet";"dev_integral";"40 - 60";"300 - 399"
1107;"mécanicien bateaux";"M";True;"20k - 40k";"Commercial";"Minivan";2;4;"Highly Urban/ Urban";2022-01-24 05:37:31,000;"complet";"dev_integral";"";"300 - 399"
1109;"responsable approvisionnement";"M";False;"60k - 80k";"Private";"Pickup";1;12;"Highly Urban/ Urban";2022-03-16 09:04:06,000;"complet";"dev_integral";"";"300 - 399"
1112;"sociologue";"M";False;"100k +";"Private";"z_SUV";4;7;"Highly Urban/ Urban";2022-03-26 03:48:14,000;"complet";"dev_integral";"";"300 - 399"
1113;"vendeur en animalerie";"F";False;"60k - 80k";"Private";"z_SUV";5;4;"Highly Urban/ Urban";2022-05-28 19:05:33,000;"complet";"dev_integral";"";"300 - 399"
1114;"étalagiste";"F";False;"100k +";"Private";"z_SUV";1;12;"Highly Urban/ Urban";2022-04-19 21:51:10,000;"complet";"dev_integral";"60 - 80";"300 - 399"
1117;"staffeur-ornemaniste";"F";False;"20k - 40k";"Private";"z_SUV";1;10;"z_Highly Rural/ Rural";2022-02-25 17:41:10,000;"complet";"dev_integral";"80";"300 - 399"
1120;"chocolatier-confiseur";"F";False;"20k - 40k";"Private";"Sports Car";10;2;"Highly Urban/ Urban";2022-02-07 06:33:53,000;"complet";"dev_integral";"";"300 - 399"
1122;"verrier au chalumeau";"M";False;"20k - 40k";"Private";"Pickup";3;1;"Highly Urban/ Urban";2022-04-29 09:55:18,000;"complet";"dev_integral";"";"300 - 399"
1125;"sociologue";"F";False;"100k +";"Private";"Pickup";4;22;"Highly Urban/ Urban";2022-05-07 12:19:08,000;"complet";"dev_integral";"60 - 80";"300 - 399"
1133;"opérateur de raffinerie";"M";False;"100k +";"Commercial";"Panel Truck";5;20;"Highly Urban/ Urban";2022-02-20 04:37:28,000;"complet";"dev_integral";"60 - 80";"300 - 399"
1134;"chercheur en biologie";"M";False;"20k - 40k";"Private";"z_SUV";1;8;"z_Highly Rural/ Rural";2022-01-03 02:02:36,000;"complet";"dev_integral";"80";"300 - 399"
1137;"conseiller en génétique";"F";False;"60k - 80k";"Private";"Minivan";3;1;"Highly Urban/ Urban";2022-01-23 01:08:13,000;"complet";"dev_integral";"60 - 80";"300 - 399"
28;"styliste";"F";False;"60k - 80k";"Private";"z_SUV";5;0;"Highly Urban/ Urban";2022-04-22 03:39:47,000;"complet";"dev_integral";"40 - 60";"200 - 299"
38;"sellier";"F";False;"80k - 100k";"Private";"z_SUV";2;14;"Highly Urban/ Urban";2022-02-09 14:28:28,000;"complet";"dev_integral";"";"200 - 299"
50;"directeur d'hôpital";"F";True;"40k - 60k";"Private";"Van";1;1;"z_Highly Rural/ Rural";2022-04-03 12:30:15,000;"complet";"dev_integral";"25 - 40";"200 - 299"
57;"technicien de la circulation ferroviaire SNCF";"F";False;"40k - 60k";"Commercial";"Van";4;9;"Highly Urban/ Urban";2022-05-14 13:46:00,000;"complet";"dev_integral";"40 - 60";"200 - 299"
73;"responsable de production alimentaire";"M";False;"80k - 100k";"Private";"Minivan";2;9;"Highly Urban/ Urban";2022-04-05 09:02:25,000;"complet";"dev_integral";"";"200 - 299"
95;"ascensoriste";"F";False;"60k - 80k";"Private";"Pickup";4;11;"Highly Urban/ Urban";2022-04-16 00:13:11,000;"complet";"dev_integral";"60 - 80";"200 - 299"
127;"assistant de gestion en PME";"M";False;"100k +";"Private";"Minivan";2;1;"Highly Urban/ Urban";2022-04-14 03:03:58,000;"complet";"dev_integral";"60 - 80";"200 - 299"
148;"psychologue de l'éducation nationale spécialité éducation, développement et conseil en orientation scolaire et professionnelle";"M";True;"20k - 40k";"Private";"z_SUV";1;10;"z_Highly Rural/ Rural";2022-04-16 08:28:15,000;"complet";"dev_integral";"25 - 40";"200 - 299"
160;"chargé d'affaires en génie climatique";"M";False;"80k - 100k";"Commercial";"z_SUV";6;1;"Highly Urban/ Urban";2022-02-02 00:42:41,000;"complet";"dev_integral";"60 - 80";"200 - 299"
169;"chargé hygiène sécurité environnement (HSE)";"F";False;"100k +";"Commercial";"Panel Truck";1;0;"Highly Urban/ Urban";2022-04-22 13:14:59,000;"complet";"dev_integral";"40 - 60";"200 - 299"
176;"administrateur de biens";"M";False;"100k +";"Commercial";"Pickup";6;0;"Highly Urban/ Urban";2022-01-14 19:18:02,000;"complet";"dev_integral";"60 - 80";"200 - 299"
211;"data manager";"F";True;"40k - 60k";"Private";"Minivan";1;8;"z_Highly Rural/ Rural";2022-01-18 05:21:31,000;"complet";"dev_integral";"";"200 - 299"
213;"staffeur-ornemaniste";"F";False;"40k - 60k";"Private";"z_SUV";1;0;"Highly Urban/ Urban";2022-05-02 16:43:37,000;"complet";"dev_integral";"60 - 80";"200 - 299"
215;"animateur d'activités physiques et sportives pour tous";"M";False;"40k - 60k";"Commercial";"Van";5;0;"Highly Urban/ Urban";2022-02-15 23:41:41,000;"complet";"dev_integral";"40 - 60";"200 - 299"
239;"vendeur-conseil en matériel agricole";"M";False;"20k - 40k";"Private";"z_SUV";5;1;"Highly Urban/ Urban";2022-05-07 11:43:44,000;"complet";"dev_integral";"60 - 80";"200 - 299"
245;"ingénieur radioprotection";"M";False;"40k - 60k";"Private";"z_SUV";3;5;"Highly Urban/ Urban";2022-05-14 19:19:02,000;"complet";"dev_integral";"";"200 - 299"
246;"directeur de restaurant";"F";False;"0 - 20 k";"Private";"Van";3;12;"Highly Urban/ Urban";2022-01-19 01:48:29,000;"complet";"dev_integral";"80";"200 - 299"
250;"responsable assurance qualité";"F";False;"80k - 100k";"Private";"Minivan";2;15;"Highly Urban/ Urban";2022-04-26 15:04:52,000;"complet";"dev_integral";"25 - 40";"200 - 299"
280;"technicien démonstrateur démonstratrice en matériel agricole";"M";False;"0 - 20 k";"Private";"z_SUV";3;2;"Highly Urban/ Urban";2022-01-20 09:01:55,000;"complet";"dev_integral";"60 - 80";"200 - 299"
299;"conducteur routier routière";"F";False;"60k - 80k";"Private";"Pickup";2;10;"Highly Urban/ Urban";2022-04-16 10:28:32,000;"complet";"dev_integral";"60 - 80";"200 - 299"
312;"géomètre-topographe";"M";False;"0 - 20 k";"Private";"Minivan";1;1;"Highly Urban/ Urban";2022-03-01 15:06:34,000;"complet";"dev_integral";"";"200 - 299"
344;"photographe";"M";False;"20k - 40k";"Commercial";"Minivan";3;5;"Highly Urban/ Urban";2022-04-11 20:56:39,000;"complet";"dev_integral";"60 - 80";"200 - 299"
348;"technicien de maintenance en informatique";"F";False;"100k +";"Commercial";"Panel Truck";3;3;"Highly Urban/ Urban";2022-03-05 20:32:51,000;"complet";"dev_integral";"18 - 25";"200 - 299"
365;"éditeur";"M";False;"0 - 20 k";"Commercial";"z_SUV";3;1;"Highly Urban/ Urban";2022-01-21 14:17:21,000;"complet";"dev_integral";"18 - 25";"200 - 299"
367;"responsable de projets culturels";"F";False;"20k - 40k";"Private";"Minivan";4;8;"z_Highly Rural/ Rural";2022-04-23 17:43:33,000;"complet";"dev_integral";"25 - 40";"200 - 299"
446;"écrivain";"M";False;"80k - 100k";"Private";"z_SUV";4;9;"Highly Urban/ Urban";2022-05-20 14:23:07,000;"complet";"dev_integral";"40 - 60";"200 - 299"
447;"archéologue";"M";False;"0 - 20 k";"Private";"z_SUV";1;6;"Highly Urban/ Urban";2022-03-03 09:25:00,000;"complet";"dev_integral";"60 - 80";"200 - 299"
459;"accompagnant éducatif et social éducative et sociale";"M";True;"80k - 100k";"Private";"Minivan";1;1;"Highly Urban/ Urban";2022-01-17 02:58:37,000;"complet";"dev_integral";"25 - 40";"200 - 299"
462;"déclarant en douane";"F";False;"40k - 60k";"Private";"Minivan";2;11;"Highly Urban/ Urban";2022-04-19 19:04:55,000;"complet";"dev_integral";"40 - 60";"200 - 299"
485;"orthophoniste";"F";True;"20k - 40k";"Private";"Sports Car";1;1;"Highly Urban/ Urban";2022-04-25 09:36:01,000;"complet";"dev_integral";"18 - 25";"200 - 299"
491;"traffic manager";"F";False;"0 - 20 k";"Commercial";"Pickup";2;11;"z_Highly Rural/ Rural";2022-03-27 17:26:09,000;"complet";"dev_integral";"60 - 80";"200 - 299"
495;"gestionnaire de contrats d'assurance";"F";False;"80k - 100k";"Commercial";"Van";1;13;"Highly Urban/ Urban";2022-01-15 18:39:57,000;"complet";"dev_integral";"60 - 80";"200 - 299"
511;"monteur-câbleur";"F";False;"0 - 20 k";"Commercial";"Minivan";1;17;"Highly Urban/ Urban";2022-04-19 21:43:17,000;"complet";"dev_integral";"";"200 - 299"
515;"opérateur de fabrication de produits alimentaires";"F";False;"60k - 80k";"Commercial";"Minivan";7;1;"Highly Urban/ Urban";2022-03-23 12:28:36,000;"complet";"dev_integral";"40 - 60";"200 - 299"
520;"administrateur de base de données";"F";False;"20k - 40k";"Private";"z_SUV";2;8;"Highly Urban/ Urban";2022-02-07 00:44:53,000;"complet";"dev_integral";"60 - 80";"200 - 299"
