id;code_dep_code_com;no_voie;b_t_q;type_voie;voie;surface_carrez;surface_reelle;nb_pieces;type_local
15926;78 - 545;40;;RUE;GABRIEL PERI;28,34;28;1;Appartement
15927;78 - 551;110;;AV;MARECHAL FOCH;23,1;19;1;Appartement
15928;82 - 33;11;;RUE;ANTONIN DELZERS;111,35;114;3;Appartement
15929;83 - 16;9;;RUE;PORTALIS;90,52;88;3;Appartement
15930;83 - 61;384;B;AV;ANDRE LEOTARD;62,85;64;3;Appartement
15931;83 - 129;654;;CHE;DE REPENTANCE;34,25;22;1;Appartement
15932;83 - 129;820;;BD;DES ECOLES;71,57;63;3;Appartement
15933;83 - 153;22;;AV;DE LA MER;30,88;31;1;Appartement
15934;91 - 103;9;;RUE;EDMOND ROSTAND;49,15;49;2;Appartement
15935;91 - 115;13;;RUE;DE LA LIBERATION;50,17;53;2;Appartement
15936;91 - 333;5;;RUE;DU MARECHAL GALLIENI;64,12;64;3;Appartement
15937;91 - 477;33;;RUE;DE PARIS;23,65;23;1;Appartement
15938;91 - 579;30;;ALL;DES ROSES;83,94;80;5;Maison
15939;91 - 661;16;;RUE;DU BARON DE NIVIERE;93,3;83;4;Maison
15940;91 - 691;28;;RUE;PIERRE LOTI;72,93;73;3;Appartement
15941;92 - 19;72;;AV;JEAN JAURES;49,7;51;3;Appartement
15942;92 - 19;10;;RUE;DE L EGLISE;28,44;27;1;Appartement
15943;92 - 24;8;;AV;ANATOLE FRANCE;43,78;43;2;Appartement
15944;92 - 25;24;;RUE;DES COTES D AUTY;57,16;49;3;Appartement
15945;92 - 44;98;;RUE;JEAN JAURES;29,2;28;1;Appartement
15946;92 - 51;88;B;AV;CHARLES DE GAULLE;69,61;65;3;Appartement
15947;92 - 51;37;T;RUE;DE VILLIERS;59,64;72;3;Appartement
15948;93 - 48;59;;RUE;DE LA FRATERNITE;17;18;1;Appartement
15949;93 - 51;103;;BD;DU MARECHAL FOCH;17,95;17;1;Appartement
15950;94 - 46;14;;AV;DU PROFESSEUR CADIOT;74,02;80;4;Appartement
15951;94 - 52;23;;BD;GALLIENI;63,19;63;3;Appartement
15952;94 - 58;78;;AV;PIERRE BROSSOLETTE;47,95;46;2;Appartement
15953;94 - 67;7;;RUE;DE L EPINETTE;51,24;50;3;Appartement
15954;94 - 69;1;;VLA;MONTGOLFIER;37,27;36;2;Appartement
15955;94 - 71;5;;RUE;DE MONTALEAU;60,07;60;3;Appartement
15956;94 - 75;3;;RUE;DE CERCAY;20,32;20;1;Appartement
15957;95 - 18;1;;RUE;GUSTAVE CAILLEBOTTE;43,45;40;1;Appartement
15958;973 - 302;;;RES;LES ESTUDOMS;36,5;35;2;Appartement
15959;06 - 11;22;;BD;MARECHAL JOFFRE;53,62;60;2;Appartement
15960;06 - 15;28;;RUE;PLANE;30,38;45;1;Appartement
15961;06 - 27;13;;AV;DES ORANGERS;42,65;43;2;Appartement
15962;06 - 27;77;;AV;DE GRASSE;65,76;65;3;Appartement
15963;06 - 83;46;;PROM;VAL DU CAREI;46,2;50;2;Appartement
15964;06 - 88;245;;RTE;DE BELLET;82,41;84;4;Maison
15965;06 - 88;14;;RUE;DES PONCHETTES;63,6;72;4;Maison
15966;06 - 104;210;;AV;PASTEUR;28,28;28;1;Appartement
15967;06 - 104;242;;AV;ARISTIDE BRIAND;33,24;36;1;Appartement
15968;06 - 118;366;;RTE;DE DRAGUIGNAN;109,55;105;4;Appartement
15969;06 - 161;9001;;HAM;DU SOLEIL GR EUCALYPTUS;58,6;63;3;Maison
15970;08 - 105;10;;AV;GEORGES CORNEAU;6,2;46;2;Appartement
15971;11 - 170;3;;RES;LA GRANDE VOILE;27,41;31;2;Appartement
15972;11 - 170;36;;AV;AYGUADES DE PECH ROUGE;38,23;37;2;Appartement
15973;11 - 266;97;;RUE;ANTOINE FUET;44,31;41;2;Appartement
15974;13 - 22;12;;AV;DE L ABBE CABROL;89,12;88;4;Appartement
15975;13 - 28;9009;;VC;CLOS BEAUCHAMP;113,51;139;5;Maison
15976;13 - 209;40;;BD;DE SAINTE MARGUERITE;50,81;45;2;Appartement
15977;14 - 79;5;;RUE;HENRY MILLET;31,47;31;2;Appartement
15978;14 - 333;41;;RUE;DE LA CHAUSSEE;105,77;99;7;Appartement
15979;14 - 715;11;;RUE;DU CHANCELIER;17,37;20;1;Appartement
15980;14 - 754;9006;;VC;RES SUPER DEAUVILLE;23,54;23;1;Appartement
15981;17 - 94;10;;RUE;PASTEUR;62,88;65;3;Appartement
15982;17 - 300;7;;RUE;FRANCK LAPEYRE;24,45;24;1;Appartement
15983;18 - 33;96;B;AV;FRANCOIS MITTERRAND;40,7;39;2;Appartement
15984;18 - 33;6;;CHE;DU GRAND MAZIERES;27,9;27;1;Appartement
15985;22 - 222;12;;PL;DE LA REPUBLIQUE;81;80;3;Appartement
15986;28 - 85;1;;RUE;CHAUVEAU LAGARDE;60,94;61;2;Appartement
15987;28 - 85;7;;RUE;DE LA COURONNE;94,05;94;3;Appartement
15988;28 - 173;4;;IMP;DES PETITS SAULTS;49,68;55;1;Maison
15989;29 - 45;6;;;PARC DE LANN ROHOU;95;109;6;Maison
15990;2A - 98;5023;;;COTI;50,21;50;3;Appartement
15991;30 - 133;299;A;AV;DU PALAIS DE LA MER;13,45;13;1;Appartement
15992;30 - 133;1;;AV;JEAN LASSERRE;19,86;22;1;Appartement
15993;30 - 133;270;;AV;DES COQUILLAGES;42,81;42;3;Appartement
15994;30 - 133;2;;RTE;DES MARINES;18,09;18;1;Appartement
15995;30 - 189;11;;RUE;DES BENEDICTINS;73,32;73;3;Appartement
15996;30 - 311;5869;;RTE;DE LOGRIAN;44,03;46;3;Appartement
15997;33 - 19;1;;RUE;THIERS;40,59;49;2;Appartement
15998;33 - 63;31;;RUE;GASPARD PHILIPPE;49,28;54;3;Appartement
15999;33 - 167;9057;;HAM;DE BOURBON;97,15;107;5;Appartement
16000;33 - 192;9001;;RES;SAINT JACQUES;72,2;68;3;Appartement
16001;33 - 318;9;;ALL;DES TULIPES;69,51;68;3;Appartement
16002;34 - 32;20;;RUE;DES GORGES D HERIC;54,04;53;2;Appartement
16003;34 - 217;64;;RUE;ALEXANDRA DAVID-NEEL;42,39;42;2;Appartement
16004;34 - 301;15;;RUE;GRAND RUE MARIO ROUSTAN;20,5;58;1;Appartement
16005;34 - 301;29;;BD;JOLIOT CURIE;25,74;26;2;Appartement
16006;35 - 288;23;;AV;DE MARVILLE;85,66;85;4;Appartement
16007;38 - 253;112;;AV;DE LA MUZELLE DE VENOSC;26,34;26;1;Appartement
16008;41 - 18;68;;AV;DU MARECHAL MAUNOURY;42,57;39;2;Appartement
16009;41 - 18;1;;BD;VAUBAN;33,72;33;2;Appartement
16010;42 - 218;1;;RUE;EDOUARD VAILLANT;17,66;17;1;Appartement
16011;44 - 109;13;;AV;DES AMANDINES;38,6;49;1;Appartement
16012;44 - 109;14;T;IMP;PHILIBERT;27,8;30;1;Appartement
16013;44 - 109;1;;BD;ALBERT EINSTEIN;20,61;20;1;Appartement
16014;44 - 190;23;;RUE;DU MORVAN;96,4;96;4;Maison
16015;45 - 302;6;;ALL;DES NARCISSES;82,58;80;4;Appartement
16016;49 - 328;16;;RUE;DE LA TONNELLE;30,22;33;1;Appartement
16017;51 - 230;18;;RUE;JEAN MOULIN;72,2;72;3;Appartement
16018;54 - 300;77;;RUE;DU GENERAL PATTON;36;35;1;Appartement
16019;56 - 7;1;;RUE;CLAUDE NOUGARO;42,53;42;2;Appartement
16020;56 - 34;86;;AV;D ARVOR;29,1;29;2;Appartement
16021;59 - 9;2;;RUE;GAMBETTA;50,53;50;3;Appartement
16022;59 - 378;81;;AV;GUYNEMER;27,33;28;1;Appartement
16023;59 - 410;6;;AV;DU CHANCELIER ADENAUER;52,07;53;2;Appartement
16024;59 - 512;44;;RUE;SAINT JEAN;65,53;66;3;Appartement
16025;60 - 57;9;;AV;JEAN MOULIN;40,26;44;2;Appartement
16026;61 - 1;5;;RUE;DU PONT NEUF;14,2;13;0;Appartement
16027;69 - 69;46;B;AV;EDOUARD MILLAUD;43,75;48;2;Appartement
16028;69 - 266;12;;RUE;MAGENTA;47,45;68;1;Appartement
16029;69 - 389;2;;RUE;MOULOUDJI;61,69;61;3;Appartement
16030;69 - 389;32;;RUE;DU 24 MARS 1852;18,6;18;1;Appartement
16031;69 - 389;33;;RUE;DES TUILERIES;46,41;47;2;Appartement
16032;71 - 14;7;;RTE;DE BEAUNE;40,36;64;3;Maison
16033;74 - 85;1757;;RTE;DE LA FRASSE;43,99;50;4;Appartement
16034;75 - 102;1;;PAS;DE LA TRINITE;16,68;18;1;Appartement
16035;75 - 102;43;;RUE;DE CLERY;38,51;38;1;Appartement
16036;75 - 105;147;;BD;SAINT MICHEL;42,32;45;3;Appartement
16037;75 - 106;65;;RUE;DE RENNES;9;13;1;Appartement
16038;75 - 108;11;B;AV;BEAUCOUR;44,1;43;2;Appartement
16039;75 - 108;192;;BD;HAUSSMANN;27,84;35;1;Appartement
16040;75 - 109;10;;RUE;DE LIEGE;23,73;23;2;Appartement
16041;75 - 109;22;;RUE;SAINT LAZARE;48,64;55;5;Appartement
16042;75 - 110;95;;QUAI;DE VALMY;32,4;31;2;Appartement
16043;75 - 111;50;;RUE;DE LA FONTAINE AU ROI;13,06;15;1;Appartement
16044;75 - 111;21;;RUE;DE NEMOURS;34,93;36;3;Appartement
16045;75 - 111;8;;RUE;PASTEUR;36,09;32;2;Appartement
16046;75 - 111;109;;BD;DE CHARONNE;22,03;35;2;Appartement
16047;75 - 111;11;B;PL;DE LA NATION;219,57;225;6;Appartement
16048;75 - 112;16;;RUE;MOREAU;9,56;12;1;Appartement
16049;75 - 112;44;;RUE;CROZATIER;133,1;126;5;Appartement
16050;75 - 113;49;;BD;VINCENT AURIOL;46,57;52;3;Appartement
16051;75 - 114;12;;BD;SAINT JACQUES;35,27;37;2;Appartement
16052;75 - 114;9;;RUE;ADOLPHE FOCILLON;32,18;31;2;Appartement
16053;75 - 114;93;;AV;DU GENERAL LECLERC;28,61;30;1;Appartement
16054;75 - 114;129;;BD;BRUNE;99,15;90;3;Appartement
16055;75 - 114;85;;BD;BRUNE;30,99;48;1;Appartement
16056;75 - 115;74;;RUE;DU COMMERCE;45,58;40;2;Appartement
16057;75 - 115;1;;RUE;SARASATE;77,03;77;4;Appartement
16058;75 - 116;91;;RUE;BOILEAU;56,73;59;2;Appartement
16059;75 - 116;63;;AV;MARCEAU;44,85;33;1;Appartement
16060;75 - 117;34;;RUE;GAUTHEY;35,71;34;1;Appartement
16061;75 - 118;25;;RUE;VAUVENARGUES;73;74;3;Appartement
16062;75 - 119;141;;AV;JEAN JAURES;65,67;81;3;Appartement
16063;76 - 351;407;;RUE;ARISTIDE BRIAND;43,2;43;3;Appartement
16064;77 - 111;5;;RUE;D ARIANE;87,85;90;3;Appartement
16065;77 - 475;56;;AV;DE VERDUN;26,42;31;1;Appartement
16066;77 - 510;2;;PL;DE L EGLISE;69,43;70;3;Appartement
16067;78 - 89;32;;AV;DE LA REPUBLIQUE;35,98;40;2;Maison
16068;78 - 297;1;;PL;MARTIN LUTHER KING;60,58;60;3;Appartement
16069;78 - 383;1;;IMP;DE CAMARGUE;89;89;4;Appartement
16070;78 - 423;20;;RUE;DE BREHAT;73,09;72;3;Appartement
16071;78 - 621;21;;RUE;DE KOPRIVNICE;74,54;74;4;Appartement
16072;78 - 646;8;;PL;ALEXANDRE 1E LOUIS BARTHOU;62,03;63;2;Appartement
16073;78 - 646;22;B;RUE;COSTE;37,23;37;2;Appartement
16074;78 - 688;25;;RUE;DE LA RIGOLE;86,06;90;5;Maison
16075;83 - 16;9717;;CHE;DE FOURNIGUE;28,12;28;2;Appartement
16076;83 - 71;727;;AV;DE LA BAIE DES ISLES;28,24;28;2;Appartement
16077;83 - 115;9002;;;LES COTEAUX DE LA NARTELLE;29;28;2;Appartement
16078;83 - 126;43;;ALL;DES ROSSIGNOLS;42,8;46;2;Appartement
16079;85 - 194;20;;RUE;DES REMPARTS;22,13;18;1;Appartement
16080;87 - 85;33;;AV;DE LOUYAT;75,21;77;2;Appartement
16081;89 - 387;2;;BD;ARISTIDE BRIAND;52,3;53;2;Appartement
16082;91 - 86;25;;RUE;CHARLES DE GAULLE;65,31;66;3;Appartement
16083;91 - 226;4;;RUE;DE LA ROCHE BENOTTE;19,2;19;1;Appartement
16084;91 - 433;15;;RUE;DES PONTS;42,26;60;3;Appartement
16085;91 - 630;1;;RUE;DU VILLAGE;120,52;128;4;Appartement
16086;91 - 691;49;;RUE;BOILEAU;60,12;61;3;Appartement
16087;91 - 692;3;;ALL;VAN GOGH;142,22;125;7;Maison
16088;92 - 25;90;;RUE;MOSLARD;57,74;59;3;Appartement
16089;92 - 40;2;;RUE;JEANNE D ARC;40,75;45;2;Appartement
16090;92 - 44;126;;RUE;LOUIS ROUQUIER;39,11;38;2;Appartement
16091;92 - 51;135;;BD;BINEAU;46,46;48;2;Appartement
16092;93 - 5;28;;RUE;FERNAND HERBAUT;50,74;53;3;Appartement
16093;93 - 39;17;;QUAI;DE LA MARINE;67,49;66;3;Appartement
16094;93 - 47;70;;AV;DES TULIPES;80,7;79;3;Appartement
16095;93 - 48;26;;BD;ROUGET DE LISLE;99,6;55;2;Appartement
16096;93 - 48;131;;RUE;DE PARIS;47,56;46;2;Appartement
16097;93 - 51;86;;AV;EMILE COSSONNEAU;70,23;69;3;Appartement
16098;93 - 77;11;;RUE;MONTGOLFIER;62,56;33;2;Maison
16099;94 - 43;15;;AV;DOC ANTOINE LACROIX;72,16;71;3;Appartement
16100;94 - 44;35;;AV;DES TILLEULS;55,76;59;2;Appartement
16101;94 - 67;14;;RUE;DE L EPINETTE;66,84;65;3;Appartement
16102;94 - 71;26;;RUE;DE LA FOSSE ROUGE;72,63;70;4;Appartement
16103;94 - 75;17;;AV;D ATTILLY;79,39;80;4;Appartement
16104;94 - 76;50;;RUE;JEAN BAPTISTE BAUDIN;70,56;74;3;Maison
16105;94 - 79;3;;RUE;MAXIMILIEN;51,71;50;3;Appartement
16106;95 - 18;17;;RUE;DES DESERTS;70,09;55;3;Appartement
16107;95 - 18;19;;RUE;ERNESTINE;74,8;30;2;Appartement
16108;95 - 205;18;;RUE;CHARLES MOIROUD;92,37;88;4;Maison
16109;95 - 218;1;;RUE;DU PAPIER COUCHE;67,97;68;3;Appartement
16110;95 - 252;1;;RUE;DE LA FOSSE AUX BICHES;70,69;72;4;Appartement
16111;95 - 252;1;;RUE;DES CLOSEAUX;59,7;61;3;Appartement
16112;95 - 252;9;;RUE;BONNE RENCONTRE;33,3;32;2;Appartement
16113;95 - 313;9007;;RES;DU BOIS BOULOGNE;80,08;80;4;Appartement
16114;95 - 427;4;;RUE;DES ORMES;71,53;65;3;Appartement
16115;95 - 598;43;B;AV;DE PARIS;90,93;90;5;Appartement
16116;11 - 69;9110;;AV;CLAUDE BERNARD;89,76;90;5;Maison
16117;28 - 218;123;;RUE;DE LA REPUBLIQUE;46,62;46;2;Appartement
16118;45 - 82;17;;RUE;DE LA CROIX DES PLANTES;62,72;72;3;Appartement
16119;76 - 351;2;;RUE;PIERRE GUINARD;64;65;3;Appartement
16120;83 - 118;70;;ALL;DES OLIVIERS CAP ESTEREL;26,7;28;2;Appartement
16121;06 - 4;8;;AV;LEMERAY;54,95;56;2;Appartement
16122;06 - 18;495;;RTE;DE LA MER;60,27;55;2;Appartement
16123;06 - 88;2;;RUE;PARMENTIER;9,82;10;1;Appartement
16124;06 - 88;21;;AV;DE FABRON;59,27;60;2;Appartement
16125;07 - 324;1;B;RUE;VINCENT D INDY;16,56;98;4;Appartement
16126;11 - 145;187;;RES;LES FLEURYNES;30,25;25;1;Maison
16127;11 - 170;160;;PL;DE LA BONANCE;22,66;22;1;Appartement
16128;16 - 15;2;;RUE;JEAN MAINTENON;29,93;29;1;Appartement
16129;22 - 113;2;;;HENT KEROUANDENER;46,28;46;2;Appartement
16130;28 - 85;56;;RUE;DES COMTESSES;38,29;38;1;Appartement
16131;2A - 4;;;RES;LES COLLINES DU RICANTO;43,87;44;2;Appartement
16132;2A - 4;26;;RUE;CARDINAL FESCH;32,25;26;2;Appartement
16133;33 - 199;2;;RUE;CAMILLE DIGNAC;40,14;40;2;Appartement
16134;33 - 366;15;;RUE;DANIEL FOURNIER;81,44;83;4;Maison
16135;34 - 324;9;;CAE;LAS AGASSAS (RUE DES PIES);21,09;20;1;Appartement
16136;38 - 59;3789;;RTE;NAPOLEON;49,37;50;2;Appartement
16137;38 - 61;41;;RUE;DU POMARIN;137,76;133;7;Maison
16138;38 - 253;5633;;RTE;DU PETIT PLAN;53,5;53;3;Appartement
16139;38 - 309;9;;ALL;LES PROVENCALES;118,7;117;6;Maison
16140;38 - 565;70;;ALL;DE LA CHEMINEE MORIN;123,75;124;5;Maison
16141;39 - 333;10;;RUE;ROUSSIN;36,76;39;1;Appartement
16142;54 - 528;10;;RUE;SAINT WAAST;103,38;104;3;Appartement
16143;59 - 512;50;;RUE;DU GENERAL CHANZY;98,16;99;4;Appartement
16144;65 - 440;24;;BD;HENRI IV;73,32;71;3;Appartement
16145;66 - 37;;;AV;FREDERIC MISTRAL;61,34;60;3;Appartement
16146;69 - 266;294;;CRS;EMILE ZOLA;48,7;49;1;Appartement
16147;69 - 271;22;;RTE;DE GENAS;49,33;49;2;Appartement
16148;69 - 381;13;;RUE;STE CATHERINE;46,58;45;2;Appartement
16149;75 - 106;91;;RUE;DE SEINE;30,98;32;2;Appartement
16150;75 - 110;118;;BD;DE MAGENTA;57,7;55;3;Appartement
16151;75 - 114;15;;PAS;D ENFER;24,84;24;1;Appartement
16152;75 - 116;107;;RUE;LAURISTON;55,4;40;2;Appartement
16153;75 - 118;53;;RUE;CAULAINCOURT;75,66;75;4;Appartement
16154;75 - 118;46;;RUE;JOSEPH DE MAISTRE;31,56;27;2;Appartement
16155;75 - 119;6;;RUE;DES ANNELETS;42,15;43;2;Appartement
16156;76 - 540;3;;RUE;SENARD;49,83;48;1;Appartement
16157;76 - 540;1;;PL;SAINT VIVIEN;65,55;68;3;Appartement
16158;77 - 14;3;;AV;DES MARRONNIERS;71,8;73;4;Appartement
16159;78 - 73;45;;RUE;JEAN GABIN;62,23;61;3;Appartement
16160;78 - 350;19;;RUE;DU PROFESSEUR TUFFIER;24,03;23;1;Appartement
16161;78 - 498;1;;RUE;JEAN CLAUDE MARY;20,78;24;1;Appartement
16162;78 - 551;20;;RUE;DE NOAILLES;78,89;78;3;Appartement
16163;78 - 621;5;;AV;CLEMENT ADER;58,8;58;3;Appartement
16164;80 - 21;51;;RUE;ROUSSEAU;96,18;93;5;Maison
16165;83 - 9;79;;RUE;MIRABEAU;59,02;61;3;Appartement
16166;83 - 34;9003;;ALL;ST VINCENT;24,41;24;2;Appartement
16167;83 - 34;23;;AV;JEAN JAURES;49,17;48;3;Appartement
16168;83 - 50;66;;BD;HYPPOLITE MEGE MOURRIES;72,05;69;4;Appartement
16169;83 - 54;248;;RUE;DE LA FONT DES FABRE;50,11;50;2;Appartement
16170;85 - 226;42;;RUE;DES NENUPHARS;52,37;61;3;Appartement
16171;87 - 50;2;;RUE;DES CHARPENTIERS;111;111;4;Appartement
16172;88 - 429;30;;;COTE DE MOULIN;47,79;48;2;Appartement
16173;91 - 174;32;;RUE;DU DOCTEUR VIGNES;19,19;21;1;Appartement
16174;92 - 2;36;;RUE;ALBERT CAMUS;51,33;51;3;Appartement
16175;92 - 25;17;;RUE;AMBROISE PARE;64,31;64;3;Appartement
16176;92 - 26;183;;RUE;ARMAND SILVESTRE;41,03;39;2;Appartement
16177;92 - 63;14;;RUE;JULES PARENT;19,56;21;1;Appartement
16178;92 - 63;20;;RUE;DE LA MELONNIERE;52,96;52;3;Appartement
16179;93 - 47;7;;RUE;DE LA HALLE;31,85;35;2;Appartement
16180;93 - 47;7;;RUE;DE LA HALLE;36,49;35;2;Appartement
16181;93 - 47;7;;RUE;DE LA HALLE;23,48;24;1;Appartement
16182;95 - 26;29;;GR;GRANDE RUE;48,98;55;3;Appartement
16183;95 - 210;4;;RUE;ST CHARLES;43,16;40;2;Appartement
16184;95 - 252;10;;RUE;MAURICE DALESME;22;22;1;Appartement
16185;06 - 4;6;;RUE;DES REVENNES;81,23;80;4;Appartement
16186;06 - 4;24;;AV;L ESTEREL;26,71;27;1;Appartement
16187;06 - 27;85;;AV;DE GRASSE;25,53;25;1;Appartement
16188;06 - 67;6;;RUE;DU GUET;23,05;42;3;Appartement
16189;06 - 155;14;;AV;DE BELGIQUE;45,94;47;2;Appartement
16190;11 - 69;2;;RUE;DE STRASBOURG;101,6;90;5;Appartement
16191;11 - 145;6;;AV;DES EXALS;27,2;38;2;Appartement
16192;11 - 170;3;;RES;LE BARBEROUSSE;23,22;22;2;Appartement
16193;11 - 202;9003;;RES;APHRODITE LA VOIE D'EAU;40,11;38;3;Maison
16194;18 - 33;29;;RUE;DES ARENES;39,72;39;2;Appartement
16195;33 - 19;1;;RUE;THIERS;43,78;43;2;Appartement
16196;33 - 203;66;;RES;LE GENOIS I;30,94;30;2;Appartement
16197;33 - 527;44;;AV;DE LA COTE D ARGENT;59,99;60;3;Appartement
16198;34 - 63;23;;PL;DE LA REPUBLIQUE;36,35;38;2;Appartement
16199;35 - 238;27;;RUE;MARCAIS MARTIN;20,7;20;1;Appartement
16200;35 - 238;13;;SQ;DE SETUBAL;76,45;79;4;Appartement
16201;38 - 382;7;;RUE;DE CORNILLON;66,03;66;3;Appartement
16202;39 - 300;20;;RUE;ROUGET DE LISLE;39,32;45;2;Appartement
16203;39 - 411;1;;;CONDAMINE;73,84;60;4;Appartement
16204;44 - 18;11;;RUE;DU GUE;58,4;58;3;Appartement
16205;44 - 55;43;;AV;ALFRED BRUNEAU;24,15;27;1;Appartement
16206;69 - 264;831;;RUE;NATIONALE;112,16;116;3;Appartement
16207;69 - 266;41;;RUE;FLACHET;16,43;14;1;Appartement
16208;69 - 275;34;B;CHE;DE LA BERTHAUDIERE;56,19;56;3;Appartement
16209;69 - 381;8;;PL;DES TERREAUX;88,45;90;2;Appartement
16210;74 - 225;22;;PL;DE L HOTEL DE VILLE;35,62;30;1;Appartement
16211;75 - 103;4;;RUE;DES FRANCS BOURGEOIS;21,66;27;1;Appartement
16212;75 - 105;44;;RUE;DE LA CLEF;43,21;43;2;Appartement
16213;75 - 105;5;;RUE;DE LA CLEF;16,55;20;1;Appartement
16214;75 - 107;69;;RUE;VANEAU;157;150;4;Appartement
16215;75 - 111;8;;RUE;JEAN PIERRE TIMBAUD;61,67;57;2;Appartement
16216;75 - 111;2;;RUE;TITON;66,82;64;4;Appartement
16217;75 - 114;117;;RUE;DIDOT;22,01;20;1;Appartement
16218;75 - 115;60;;RUE;DOMBASLE;51,93;51;2;Appartement
16219;75 - 115;6;;RUE;HOUDART DE LAMOTTE;52,02;51;3;Appartement
16220;75 - 117;42;;RUE;CARDINET;237,41;250;7;Appartement
16221;77 - 186;44;B;RUE;LAGORSSE;28,61;28;1;Appartement
16222;78 - 146;24;B;RUE;LABELONYE;163,42;120;6;Maison
16223;78 - 551;10;;RUE;FELICIEN DAVID;62,47;56;3;Appartement
16224;78 - 650;45;;ALL;DES BOCAGES;93,15;77;3;Maison
16225;83 - 11;6;;RUE;DE LA PRISON;20,73;68;2;Appartement
16226;83 - 68;51;;GR;GRAND RUE;21,83;64;4;Appartement
16227;83 - 69;184;;AV;DR MARCEL ARMANET;91,8;105;4;Appartement
16228;83 - 69;2218;;BD;FRONT DE MER;61,26;60;3;Appartement
16229;83 - 70;2;;AV;DES PRES;35,7;30;2;Appartement
16230;83 - 126;86;;IMP;PIERRE;48,16;36;2;Appartement
16231;83 - 129;730;;RUE;CURET BAS;15,32;15;1;Appartement
16232;84 - 7;6;;AV;DE LA GARE;20,57;21;1;Appartement
16233;87 - 85;2;;RUE;PASTEUR;89,28;89;4;Appartement
16234;91 - 433;22;E;RUE;DE LA LIBERATION;276,57;325;10;Maison
16235;91 - 573;13;;RUE;DU COMMERCE;66,59;67;3;Appartement
16236;91 - 645;43;;RUE;ESTIENNE D ORVES;47,45;60;0;Appartement
16237;92 - 4;2;;RUE;DE VERDUN;55,06;60;3;Appartement
16238;92 - 4;138;;BD;VOLTAIRE;30,5;30;1;Appartement
16239;92 - 46;84;;AV;PIERRE BROSSOLETTE;54,92;53;2;Appartement
16240;92 - 51;28;;RUE;CHAUVEAU;100,12;100;4;Appartement
16241;93 - 50;1;;RUE;GAMBETTA;78,71;77;4;Appartement
16242;94 - 16;29;;AV;DE LA DIVISION LECLERC;51,92;53;2;Appartement
16243;94 - 76;17;;BD;MAXIME GORKI;41,05;40;2;Appartement
16244;01 - 33;392;;RTE;DE VOUVRAY;81,24;83;4;Appartement
16245;06 - 3;33;;ALL;DE LA CASINETTE;32,96;25;1;Appartement
16246;06 - 73;5704;;;FRONT DE NEIGE;31,91;32;2;Appartement
16247;06 - 83;13;;PTE;DE FRANCE;21,64;24;1;Appartement
16248;06 - 83;11;;RUE;PAUL MORILLOT;31,76;30;1;Appartement
16249;11 - 203;30;;AV;DES PINS;82,81;82;4;Maison
16250;13 - 216;6;;CHE;DE BIZET;39,31;39;2;Appartement
16251;14 - 79;30;;RUE;DU GEN DE GAULLE;19,83;21;1;Appartement
16252;17 - 415;5;;RUE;EUGENE PELLETAN;102,38;116;3;Appartement
16253;27 - 229;1;;RUE;DU JARDIN BOTANIQUE;58,42;64;3;Appartement
16254;33 - 545;13;;RUE;DES EGLANTIERS;74;75;3;Appartement
16255;34 - 3;223;;RTE;DE ROCHELONGUE;50,09;50;3;Maison
16256;38 - 185;39;;RUE;MOZART;34,32;34;1;Appartement
16257;42 - 207;17;;RUE;DU MARCHE;44,78;38;2;Appartement
16258;45 - 173;52;;GR;GRANDE RUE;109,2;105;5;Maison
16259;45 - 234;3;;RUE;DE CHAMBORD;29,7;29;1;Appartement
16260;45 - 285;22;;RUE;DU COL FOUREST;67,3;68;3;Maison
16261;45 - 315;7;;RTE;D ISDES;29,73;30;1;Appartement
16262;49 - 328;14;;RUE;DES CAPUCINS D OFFARD;81,1;81;3;Appartement
16263;56 - 161;5794;;;GOLF SAINT LAURENT;43,57;38;3;Appartement
16264;62 - 41;15;;RUE;NUNGESSER ET COLI;33,04;31;2;Appartement
16265;66 - 213;14;;CAMI;DELS HORTS;91,95;93;4;Maison
16266;69 - 44;23;;AV;GEN DE GAULLE;65,41;65;3;Appartement
16267;69 - 81;1;;CHE;DE GRANDVAUX;19,85;19;1;Appartement
16268;69 - 115;101;;RUE;DU BAYARD;44,62;47;2;Appartement
16269;69 - 199;22;;RUE;EDOUARD VAILLANT;93,05;100;4;Maison
16270;69 - 381;13;;RUE;STE CATHERINE;49,6;52;2;Appartement
16271;69 - 381;11;;RUE;RENE LEYNAUD;91,03;89;3;Appartement
16272;72 - 181;39;;RUE;DE BELLEVUE;65,07;66;3;Appartement
16273;73 - 8;7;;BD;DES COTES;47,04;47;2;Appartement
16274;74 - 82;107;;RTE;D ANNEMASSE;21,69;22;1;Appartement
16275;74 - 225;4;;IMP;DES CIMES;76,59;74;4;Appartement
16276;75 - 102;163;;RUE;SAINT DENIS;67,59;70;4;Appartement
16277;75 - 104;24;;RUE;DES ECOUFFES;25,44;25;2;Appartement
16278;75 - 105;14;;RUE;DE QUATREFAGES;77,5;73;4;Appartement
16279;75 - 105;59;;RUE;CLAUDE BERNARD;114,85;118;5;Appartement
16280;75 - 106;41;;RUE;DU FOUR;154,2;153;6;Appartement
16281;75 - 111;52;;RUE;DE MALTE;50,58;45;3;Appartement
16282;75 - 111;3;;RUE;JULES VALLES;72,45;60;3;Appartement
